[0.000000] (-) TimerEvent: {}
[0.000157] (articubot_one) JobQueued: {'identifier': 'articubot_one', 'dependencies': OrderedDict()}
[0.000413] (articubot_one) JobStarted: {'identifier': 'articubot_one'}
[0.006850] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'cmake'}
[0.007184] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'build'}
[0.007639] (articubot_one) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/tanmay/bot_ws/build/articubot_one', '--', '-j8', '-l8'], 'cwd': '/home/tanmay/bot_ws/build/articubot_one', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('LANGUAGE', 'en_IN:en'), ('USER', 'tanmay'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/home/tanmay/pico_ws/install/whycon/lib:/home/tanmay/pico_ws/install/swift_msgs/lib:/home/tanmay/pico_ws/install/rotors_control/lib:/home/tanmay/pico_ws/install/pid_msg/lib:/home/tanmay/pico_ws/install/mav_system_msgs/lib:/home/tanmay/pico_ws/install/mav_state_machine_msgs/lib:/home/tanmay/pico_ws/install/mav_planning_msgs/lib:/home/tanmay/pico_ws/install/mav_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/tanmay'), ('OLDPWD', '/home/tanmay'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('SYSTEMD_EXEC_PID', '1591'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/tanmay/ros21_ws/install:/home/tanmay/pico_ws/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'tanmay'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'tanmay'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/home/tanmay/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin'), ('SESSION_MANAGER', 'local/tanmay-Aspire-A515-56G:@/tmp/.ICE-unix/1558,unix/tanmay-Aspire-A515-56G:/tmp/.ICE-unix/1558'), ('XDG_MENU_PREFIX', 'gnome-'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/e3d1b4f5_43c6_4544_99dc_6ea2af9ff192'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.C1UW12'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.828'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/tanmay/ros21_ws/install/drone_simulation:/home/tanmay/pico_ws/install/whycon:/home/tanmay/pico_ws/install/swift_pico:/home/tanmay/pico_ws/install/rotors_swift_interface:/home/tanmay/pico_ws/install/swift_msgs:/home/tanmay/pico_ws/install/rotors_swift_gazebo:/home/tanmay/pico_ws/install/rotors_swift_description:/home/tanmay/pico_ws/install/rotors_control:/home/tanmay/pico_ws/install/pid_tune:/home/tanmay/pico_ws/install/pid_msg:/home/tanmay/pico_ws/install/mav_comm:/home/tanmay/pico_ws/install/mav_system_msgs:/home/tanmay/pico_ws/install/mav_state_machine_msgs:/home/tanmay/pico_ws/install/mav_planning_msgs:/home/tanmay/pico_ws/install/mav_msgs:/opt/ros/humble'), ('SHELL', '/bin/bash'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('IGN_GAZEBO_RESOURCE_PATH', '/home/tanmay/.ignition/fuel:'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/tanmay/bot_ws/build/articubot_one'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/home/tanmay/pico_ws/install/swift_msgs/local/lib/python3.10/dist-packages:/home/tanmay/pico_ws/install/pid_msg/local/lib/python3.10/dist-packages:/home/tanmay/pico_ws/install/mav_planning_msgs/local/lib/python3.10/dist-packages:/home/tanmay/pico_ws/install/mav_msgs/local/lib/python3.10/dist-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/tanmay/ros21_ws/install/drone_simulation:/home/tanmay/pico_ws/install/whycon:/home/tanmay/pico_ws/install/swift_pico:/home/tanmay/pico_ws/install/rotors_swift_interface:/home/tanmay/pico_ws/install/swift_msgs:/home/tanmay/pico_ws/install/rotors_swift_gazebo:/home/tanmay/pico_ws/install/rotors_swift_description:/home/tanmay/pico_ws/install/rotors_control:/home/tanmay/pico_ws/install/pid_tune:/home/tanmay/pico_ws/install/pid_msg:/home/tanmay/pico_ws/install/mav_comm:/home/tanmay/pico_ws/install/mav_system_msgs:/home/tanmay/pico_ws/install/mav_state_machine_msgs:/home/tanmay/pico_ws/install/mav_planning_msgs:/home/tanmay/pico_ws/install/mav_msgs:/opt/ros/humble')]), 'shell': False}
[0.041375] (articubot_one) CommandEnded: {'returncode': 0}
[0.058567] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'install'}
[0.065134] (articubot_one) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/tanmay/bot_ws/build/articubot_one'], 'cwd': '/home/tanmay/bot_ws/build/articubot_one', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('LANGUAGE', 'en_IN:en'), ('USER', 'tanmay'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/home/tanmay/pico_ws/install/whycon/lib:/home/tanmay/pico_ws/install/swift_msgs/lib:/home/tanmay/pico_ws/install/rotors_control/lib:/home/tanmay/pico_ws/install/pid_msg/lib:/home/tanmay/pico_ws/install/mav_system_msgs/lib:/home/tanmay/pico_ws/install/mav_state_machine_msgs/lib:/home/tanmay/pico_ws/install/mav_planning_msgs/lib:/home/tanmay/pico_ws/install/mav_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/tanmay'), ('OLDPWD', '/home/tanmay'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('SYSTEMD_EXEC_PID', '1591'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/tanmay/ros21_ws/install:/home/tanmay/pico_ws/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'tanmay'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'tanmay'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/home/tanmay/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin'), ('SESSION_MANAGER', 'local/tanmay-Aspire-A515-56G:@/tmp/.ICE-unix/1558,unix/tanmay-Aspire-A515-56G:/tmp/.ICE-unix/1558'), ('XDG_MENU_PREFIX', 'gnome-'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/e3d1b4f5_43c6_4544_99dc_6ea2af9ff192'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.C1UW12'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.828'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/tanmay/ros21_ws/install/drone_simulation:/home/tanmay/pico_ws/install/whycon:/home/tanmay/pico_ws/install/swift_pico:/home/tanmay/pico_ws/install/rotors_swift_interface:/home/tanmay/pico_ws/install/swift_msgs:/home/tanmay/pico_ws/install/rotors_swift_gazebo:/home/tanmay/pico_ws/install/rotors_swift_description:/home/tanmay/pico_ws/install/rotors_control:/home/tanmay/pico_ws/install/pid_tune:/home/tanmay/pico_ws/install/pid_msg:/home/tanmay/pico_ws/install/mav_comm:/home/tanmay/pico_ws/install/mav_system_msgs:/home/tanmay/pico_ws/install/mav_state_machine_msgs:/home/tanmay/pico_ws/install/mav_planning_msgs:/home/tanmay/pico_ws/install/mav_msgs:/opt/ros/humble'), ('SHELL', '/bin/bash'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('IGN_GAZEBO_RESOURCE_PATH', '/home/tanmay/.ignition/fuel:'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/tanmay/bot_ws/build/articubot_one'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/home/tanmay/pico_ws/install/swift_msgs/local/lib/python3.10/dist-packages:/home/tanmay/pico_ws/install/pid_msg/local/lib/python3.10/dist-packages:/home/tanmay/pico_ws/install/mav_planning_msgs/local/lib/python3.10/dist-packages:/home/tanmay/pico_ws/install/mav_msgs/local/lib/python3.10/dist-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/tanmay/ros21_ws/install/drone_simulation:/home/tanmay/pico_ws/install/whycon:/home/tanmay/pico_ws/install/swift_pico:/home/tanmay/pico_ws/install/rotors_swift_interface:/home/tanmay/pico_ws/install/swift_msgs:/home/tanmay/pico_ws/install/rotors_swift_gazebo:/home/tanmay/pico_ws/install/rotors_swift_description:/home/tanmay/pico_ws/install/rotors_control:/home/tanmay/pico_ws/install/pid_tune:/home/tanmay/pico_ws/install/pid_msg:/home/tanmay/pico_ws/install/mav_comm:/home/tanmay/pico_ws/install/mav_system_msgs:/home/tanmay/pico_ws/install/mav_state_machine_msgs:/home/tanmay/pico_ws/install/mav_planning_msgs:/home/tanmay/pico_ws/install/mav_msgs:/opt/ros/humble')]), 'shell': False}
[0.071130] (articubot_one) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.071341] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config\n'}
[0.071427] (articubot_one) StdoutLine: {'line': b'-- Up-to-date: /home/tanmay/bot_ws/install/articubot_one/share/articubot_one/config/twist_mux.yaml\n'}
